zone,date,sampler,sex,crab.number,missing.legs,carapace.width,carapace.length,chela.height,merus.length.2,merus.width.2,merus.length.3,merus.width.3,durometer,weight,shell.condition,chela.width,chela.length
23,1997-08-13,R. CAMPBELL/G. HUNT,1,17,**********,130.1,128.5,33.5,140.1,28.3,142.4,27.2,90,1013,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,18,**********,111.5,110.8,29.3,119.7,22.9,119.1,21.9,89,574,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,19,**********,107.9,106.6,27.2,113.3,21.5,115.2,20.6,85,542,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,20,**********,129.2,125.3,32.7,129.5,26.7,130.8,25.1,90,924,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,21,**********,110.6,107,28.1,,,113.7,20.8,79,545,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,22,******1***,128.1,126.9,33.1,139.4,26,138.7,24.3,93,893,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,23,**********,126.4,123.2,30.4,126.7,25.2,122.9,24,89,833,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,24,**********,111.2,109.1,28.4,114.6,23.2,117.1,22,86,561,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,25,*1********,131.9,131.6,36.2,137.3,27.4,137.5,25.6,85,977,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,26,**********,101,101.5,26,108.3,20.6,107.3,20,87,455,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,27,**********,107,104,25.3,105.7,22,107.2,21.4,84,510,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,28,**1*******,119.3,117.3,29.6,125.2,25.9,124.7,24.8,84,692,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,29,**********,115.7,115.5,32.1,128.1,24,128.1,23.1,89,713,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,30,**********,130.8,126.4,35.5,132.5,26.3,132,25,94,922,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,31,**********,130.9,129.2,33.1,138.1,26.2,140.3,25.2,91,948,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,32,**********,127.4,124,33.4,137.6,26.7,136.3,25,88,880,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,33,**********,127.7,123.5,32.6,135.1,25.6,135.2,25.1,94,886,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,34,**********,124.4,120.4,34,138.1,27,136.9,25.3,92,878,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,35,**********,126,122.2,34,127.8,26.5,127.7,25.5,89,862,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,36,**********,132.7,128.3,32.7,137,27,135.2,26.1,90,964,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,37,******1***,105.9,101.2,27.5,,,113.7,19,85,488,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,38,**********,129.2,128.1,34.3,135.7,27.5,138.7,26.3,87,945,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,39,**********,100.8,97.8,24.4,103.7,20.4,105,19.7,84,423,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,40,**********,107,106.1,29.6,111.7,24.3,108.9,23.4,91,572,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,41,**********,125.5,123.3,32.8,132.7,26.5,128.7,23.3,90,822,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,42,**********,138.4,133.5,38.8,145.1,28.2,146.1,27.3,91,1206,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,43,**********,99.6,97.8,23.3,99.7,19.6,98.7,18.5,78,401,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,44,**********,106,105.9,26.2,114.8,22.7,113.4,21.3,92,542,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,45,**********,104.6,103,25.2,106,21.8,107.3,20.6,87,461,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,46,**********,101.6,100.3,24.4,105,20.6,105.9,19.8,85,445,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,47,**********,125,122,33.9,128.2,25.4,128.4,24.4,89,828,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,48,**********,129.6,127.4,35.7,129.1,27.4,131.3,26.1,86,992,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,49,******1***,121.8,117,31.8,,,122.6,24.3,83,701,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,50,**********,115.1,111.4,29.8,118.3,23.6,120.5,22.4,90,616,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,51,**1*******,97.5,94.1,23.2,104.6,18.5,93.8,18.7,85,377,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,52,**********,121.5,120,31,122.9,23.1,124,22.4,85,692,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,53,**********,118.4,117.7,30.1,119.3,24.3,123.5,23.2,89,730,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,54,**********,103.6,103.1,26,113.3,20.7,114.5,19.7,85,463,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,55,**********,112.6,111.6,31.4,118.2,24,113.8,22.4,76,692,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,56,**********,117.3,116.8,28.9,122.8,25.5,123.4,24.2,93,755,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,57,**********,107.1,106.4,27.9,112.4,22.1,113.7,21.4,88,532,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,58,**********,136.2,134.4,34.3,149.4,27.9,,,89,1004,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,59,**1*******,109,107.5,27.6,112.7,22.8,112.5,21.9,87,566,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,60,**********,124,120.1,32.7,129.7,23.9,128.2,22.7,89,803,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,61,**********,113,109.9,29.6,115.7,23,122.4,21.5,87,608,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,62,**********,138.5,135.9,33.5,139.1,28.5,137.7,27.1,88,1043,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,63,**********,140.6,139.2,39.2,145.7,29.4,127.5,28.4,90,1266,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,64,**********,141.2,136.3,36.5,148.4,29.5,146.5,27.8,89,1244,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,65,**********,129.3,126,32,137.8,27.2,,,88,906,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,66,**********,128.9,126.1,39.8,122.5,28.8,120,27,96,999,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,67,**********,125.3,124,29,127.1,28.5,127.1,26,91,882,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,68,**********,121.2,119.3,28.8,121.6,23.4,122.2,21.7,92,701,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,69,**1*******,120.7,119,31.1,128.5,25,129.5,23.3,87,673,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,70,****1*****,107.8,105.7,28,112.3,21.1,110.1,20.3,92,506,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,71,**********,150.7,148.6,39.4,152.9,30.4,154.8,28.9,90,1531,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,72,**********,134.1,129.5,34,132.2,27.6,132.6,26.3,91,987,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,73,**********,120.8,119.2,28.6,126.3,24.8,127,23.8,92,743,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,74,******1***,138.4,137.3,35.8,,,144.6,26.8,96,1022,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,75,**********,128.2,125,33.6,133.9,25.8,135.1,24.1,94,876,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,76,**********,113.4,112.3,28.6,124.5,22.7,126.5,22,81,611,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,77,**********,128.6,127.8,34,127.4,26.5,127.7,25.5,96,910,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,78,**********,128.5,123.5,34,132.1,26.6,134.5,25.1,92,880,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,79,**********,128.5,122.7,33.4,136.2,26.2,135,24.7,90,895,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,80,**********,117.6,115.2,31.5,127.4,24.4,126.2,23,85,700,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,81,**********,116.4,116.7,29.4,122.8,24.4,122.1,23.3,94,702,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,82,**********,106.4,106.3,26.1,111.7,21.1,114.3,20.5,89,536,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,83,**********,100.9,99.2,25.8,99.4,21.6,105.7,21.2,91,416,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,84,********1*,113.4,110,30.7,120.7,24.5,122.3,22.9,83,611,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,85,**********,98.3,97.6,24.6,99.3,20.8,101.4,19.5,83,417,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,86,**********,118.2,116.2,29.4,123.5,24.4,125.5,23.6,89,678,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,87,**********,108.6,104.7,27.6,113.1,21.7,115.3,20.6,84,540,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,88,**********,107.3,105.1,27.6,107.4,21.4,103.4,21.2,82,548,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,89,**********,129.7,124.4,32.4,136.4,26,135.5,24.7,95,943,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,90,*********1,115.5,113.6,27.4,118.9,24.3,118.4,23.3,93,660,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,91,****1*****,100,100.1,24.8,102.8,21.8,102.4,20.8,74,433,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,92,**********,100.5,98.1,25.7,108.3,20.8,107.8,20.6,91,447,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,93,**********,120,119.3,32.1,119.2,24.6,123,23.6,94,784,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,94,**********,101.5,102,25.7,105.2,21.3,103.7,20.9,88,461,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,95,**********,115,112,31.2,116.5,23.9,113.2,22.2,89,673,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,96,***1******,97.7,98,23.8,105,20.3,105.6,19,81,387,2,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,97,**********,135,132.2,35.3,151.2,26.8,152.7,25,91,1097,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,98,**********,121.2,116.7,27,131.1,23.5,130.1,22.1,92,726,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,99,**********,110.2,107.7,29.6,109.8,22.8,109.5,21.8,91,559,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,100,**1*******,107.1,106.7,27.4,101.7,22.7,110,21.1,93,518,3,,
23,1997-08-13,R. CAMPBELL/G. HUNT,1,101,**********,120,119.3,32.2,126.2,25,,,89,743,3,,
