zone,date,sampler,sex,crab.number,missing.legs,carapace.width,carapace.length,chela.height,merus.length.2,merus.width.2,merus.length.3,merus.width.3,durometer,weight,shell.condition,chela.width,chela.length
20,1998-05-19,B. CAMPBELL,1,1,**********,95.5,93,19.7,93.9,19.4,99.3,18.9,0,245.5,1,18.4,42.6
20,1998-05-19,B. CAMPBELL,1,2,**********,88.9,88.4,16.1,81.3,18.6,83,17.2,65,256.4,3,14.6,34.3
20,1998-05-19,B. CAMPBELL,1,3,**********,86.9,85.8,15.2,77.7,17.1,83,16.4,0,227.5,1,14.4,32.9
20,1998-05-19,B. CAMPBELL,1,4,12********,80.4,81.8,13.8,74.2,16,76.3,15.3,45,158.4,2,12.2,29.1
20,1998-05-19,B. CAMPBELL,1,5,**********,81.9,82.8,13.6,69.8,16.8,72.1,16.5,66,201.4,2,11.8,27.4
20,1998-05-19,B. CAMPBELL,1,6,**********,89.5,88.3,16.5,78.8,17.1,80.3,16.5,65,262.5,2,14,33.5
20,1998-05-19,B. CAMPBELL,1,7,**********,62,63.2,10.3,53.1,12.9,57.9,12.1,36,89.3,1,8.7,21.2
20,1998-05-19,B. CAMPBELL,1,8,***1******,87.38,87.931,15.85,75.431,17.49,78.571,17.42,73,204.8,3,14.22,33.1
20,1998-05-19,B. CAMPBELL,1,9,**********,66.04,65.541,11.68,56.201,13.32,58.061,12.99,0,101.4,1,9.03,21.3
20,1998-05-19,B. CAMPBELL,1,10,2*********,66.88,66.701,11.2,57.081,13.3,60.121,13.04,0,94.6,1,8.82,22.1
20,1998-05-19,B. CAMPBELL,1,11,***2******,66.24,65.641,11.3,60.591,12.96,61.991,12.37,0,85.5,1,9.53,23.5
20,1998-05-19,B. CAMPBELL,1,12,**********,95.45,95.631,17.34,83.051,18.65,83.521,17.7,62,303.2,2,14.82,37
20,1998-05-19,B. CAMPBELL,1,13,13********,77.3,76.691,12.84,66.631,15.5,67.761,14.9,66,163.6,2,11.61,27.4
20,1998-05-19,B. CAMPBELL,1,14,****3*****,92.15,88.801,16.15,79.351,17.76,80.901,16.98,22,232.4,1,14.48,35.5
20,1998-05-19,B. CAMPBELL,1,15,**2*2**3**,61.62,61.821,10.06,51.491,12.86,,0,0,74.5,1,8.16,20
20,1998-05-19,B. CAMPBELL,1,16,**********,69.01,68.151,11.93,55.621,13.52,57.751,12.95,0,109.5,1,10.16,22.9
20,1998-05-19,B. CAMPBELL,1,17,**********,66.86,67.231,11.08,56.091,12.59,58.701,12.39,0,106.8,1,9.71,23.1
20,1998-05-19,B. CAMPBELL,1,18,***3******,64.9,65.331,10.97,56.601,12.35,58.201,11.87,0,86.8,1,9.31,21.9
20,1998-05-19,B. CAMPBELL,1,19,**********,67.57,68.531,11.75,57.211,13.85,59.251,13.22,0,110.7,1,10.14,24
20,1998-05-19,B. CAMPBELL,1,20,**********,67.92,66.971,11.52,55.961,13.34,57.971,12.72,31,102.2,1,9.92,23.2
20,1998-05-19,B. CAMPBELL,1,21,******2***,77.69,77.051,13.2,64.461,16.14,67.491,15.32,0,153.1,1,11.92,27.2
20,1998-05-19,B. CAMPBELL,1,22,**********,78.16,78.301,13.1,66.251,15.65,68.261,15,57,183,2,11.62,28.2
20,1998-05-19,B. CAMPBELL,1,23,**********,76.93,76.231,15.34,64.751,13.67,68.931,11.88,65,176.5,2,14.92,28.5
20,1998-05-19,B. CAMPBELL,1,24,**********,61.95,62.59,9.67,52.081,12.48,54.861,11.87,0,92.6,1,8.09,19.9
20,1998-05-19,B. CAMPBELL,1,25,*1********,64.65,65.331,10.92,55.871,12.6,57.911,12.33,0,88.4,1,9.2,21.7
20,1998-05-19,B. CAMPBELL,1,26,**********,63.88,63.811,10.89,51.351,12.96,53.061,12.67,0,100.2,1,8.72,20.7
20,1998-05-19,B. CAMPBELL,1,27,**********,76.33,75.401,12.84,67.011,15.01,69.311,14.28,63,158.8,2,10.89,27.3
20,1998-05-19,B. CAMPBELL,1,28,**32******,88.89,88.561,15.51,80.701,17.58,82.841,16.61,0,241,1,13.76,34.6
20,1998-05-19,B. CAMPBELL,1,29,****1*1***,69.16,69.351,14.44,67.721,14.48,68.941,13.91,59,127.7,4,13.49,29.3
20,1998-05-19,B. CAMPBELL,1,30,***33*****,103.52,103.022,26.17,99.952,21.24,100.422,20.46,91,440.8,3,23.72,50
20,1998-05-19,B. CAMPBELL,1,31,**********,91.68,89.712,20.46,90.291,17.65,93.921,17.11,87,312.5,3,19.01,41.8
20,1998-05-19,B. CAMPBELL,1,32,**********,111.81,111.182,23.66,108.862,22.73,111.222,21.45,77,587.2,4,21.76,52.7
20,1998-05-19,B. CAMPBELL,1,33,**********,87.54,86.241,18.79,90.311,18.4,91.241,17.71,71,284.9,3,17.71,39.4
20,1998-05-19,B. CAMPBELL,1,34,**********,96.49,94.132,22.25,99.651,19.53,100.541,18.79,78,376,3,20.72,46.1
20,1998-05-19,B. CAMPBELL,1,35,*******1**,92.96,92.342,20.02,96.382,20.03,97.611,19.06,83,309.8,3,18.07,42.7
20,1998-05-19,B. CAMPBELL,1,36,**********,76.58,76.581,16.14,73.141,15.78,73.781,14.99,83,190.3,3,14.5,33.3
20,1998-05-19,B. CAMPBELL,1,37,**********,75.98,74.341,17.25,83.351,16.13,84.791,15.25,63,197.7,4,15.38,35.7
20,1998-05-19,B. CAMPBELL,1,38,**********,126.76,125.233,33.02,123.812,26.13,124.182,25.26,85,850,3,29.97,63.9
20,1998-05-19,B. CAMPBELL,1,39,**********,72.49,70.181,15.88,72.351,15.03,73.421,14.54,59,164.8,4,13.95,31.7
20,1998-05-19,B. CAMPBELL,1,40,**********,90.1,88.462,20.01,91.831,18.8,92.821,17.96,86,326.2,3,18.01,43.4
20,1998-05-19,B. CAMPBELL,1,41,*****1****,110.46,110.202,24.26,110.42,1.89,110.282,21,85,526.2,3,23.07,53.1
20,1998-05-19,B. CAMPBELL,1,42,***1******,70.25,68.101,14.61,71.491,14.1,72.101,13.65,66,129.3,4,13.16,30.6
20,1998-05-19,B. CAMPBELL,1,43,**********,74.77,74.541,16.18,78.591,15.21,79.631,14.54,62,167.2,4,14.46,32.9
20,1998-05-19,B. CAMPBELL,1,44,******1***,87.84,84.651,19.63,90.391,17.28,90.861,16.74,79,275,4,17.96,39.9
20,1998-05-19,B. CAMPBELL,1,45,**********,71.33,70.831,15.03,75.461,14.76,77.101,14.13,64,149.6,3,13.43,30.1
20,1998-05-19,B. CAMPBELL,1,46,*****211**,60.33,60.751,10.61,59.331,12.14,60.561,12,59,81.1,4,9.66,23.2
20,1998-05-19,B. CAMPBELL,1,47,**********,124.94,118.132,27.99,122.402,25.42,122.702,23.44,94,719.6,3,26.74,61.7
20,1998-05-19,B. CAMPBELL,1,48,******2***,69.39,67.931,15.19,70.511,14.37,71.171,13.8,73,146,4,13.64,29.5
20,1998-05-19,B. CAMPBELL,1,49,*111******,91.72,91.662,20.93,92.261,18.78,97.341,18.47,74,280.8,3,20.04,42.7
20,1998-05-19,B. CAMPBELL,1,50,********1*,132.5,129.173,36.43,147.702,28.71,145.232,26.86,89,997.2,3,33.08,71.4
20,1998-05-19,B. CAMPBELL,1,51,**11******,77.58,76.721,15.7,76.341,16.42,76.621,15.97,59,169.4,3,14.86,35.1
20,1998-05-19,B. CAMPBELL,1,52,*****1****,117.86,114.312,29.82,114.892,22.36,115.252,21.61,80,624.7,3,27.48,57.9
20,1998-05-19,B. CAMPBELL,1,53,****1*****,119.75,117.193,30.64,113.242,24.02,114.832,22.81,84,752.1,3,28.87,61.9
20,1998-05-19,B. CAMPBELL,1,54,***1******,116.99,113.463,30.61,117.252,24.95,116.062,23.46,94,691.3,3,28.24,57.2
20,1998-05-19,B. CAMPBELL,1,55,**********,85.07,83.271,19.35,89.451,17.46,90.981,16.91,81,270.9,3,17.97,40.3
20,1998-05-19,B. CAMPBELL,1,56,**********,90.95,88.612,20.6,91.971,18.92,93.721,17.76,79,330.3,4,19.43,42.5
20,1998-05-19,B. CAMPBELL,1,57,**3**1****,119.44,115.232,29.73,118.032,23.06,117.152,22.13,87,564.5,3,27.41,60.2
20,1998-05-19,B. CAMPBELL,1,58,1*********,74.98,76.461,16.26,69.111,15.62,72.891,15.21,75,172.3,3,14.79,33.4
20,1998-05-19,B. CAMPBELL,1,59,**********,103.58,103.342,23.19,101.382,21.78,101.852,20.49,70,468.9,4,21.52,50.5
20,1998-05-19,B. CAMPBELL,1,60,********11,82.06,80.851,18.01,80.751,17.39,82.321,16.59,73,224.6,3,16.63,37.6
20,1998-05-19,B. CAMPBELL,1,61,*11*******,92.46,90.771,19.22,94.351,19.28,95.981,18.37,77,289.8,3,17.82,41.7
20,1998-05-19,B. CAMPBELL,1,62,***1***2**,92.01,89.132,20.06,97.231,18.89,,0,88,307.9,3,19.83,41.7
20,1998-05-19,B. CAMPBELL,1,63,**********,91.23,89.932,20.89,90.711,19.15,86.231,18.34,81,345,3,19.5,44.1
20,1998-05-19,B. CAMPBELL,1,64,*1*1******,91.69,89.682,20.76,93.861,18.99,96.611,18.37,75,288.3,4,19.5,44.3
20,1998-05-19,B. CAMPBELL,1,65,*****1****,98.31,97.282,22,99.351,19.3,100.151,18.92,82,380.3,3,20.5,45.9
20,1998-05-19,B. CAMPBELL,1,66,*3*33*****,63.75,63.951,10.24,54.811,12.91,56.841,12.37,0,75.2,1,9.2,21.5
20,1998-05-19,B. CAMPBELL,1,67,**********,91.66,89.981,16.39,77.121,17.72,79.661,17.07,0,222.1,1,14.12,33.9
20,1998-05-19,B. CAMPBELL,1,68,*****1****,93.63,92.502,22.68,97.511,19.8,97.761,18.94,82,313.2,3,20.54,46.9
20,1998-05-19,B. CAMPBELL,1,69,*333******,90.03,88.821,16.51,79.101,17.15,80.061,16.18,0,199.7,1,13.94,33.6
20,1998-05-19,B. CAMPBELL,1,70,**********,65.04,66.031,10.87,53.871,13.33,55.351,12.9,0,92.1,1,8.96,21.2
20,1998-05-19,B. CAMPBELL,1,71,**********,87.79,86.891,15.53,80.171,17.16,82.311,16.63,64,265.2,3,13.52,32.9
20,1998-05-19,B. CAMPBELL,1,72,3*********,72.94,73.871,12.81,63.061,13.93,66.021,13.46,63,135.2,2,10.71,25.5
20,1998-05-19,B. CAMPBELL,1,73,333*3*****,115.96,112.363,30.25,112.482,23.6,111.932,22.62,0,444.3,1,27.29,59.9
20,1998-05-19,B. CAMPBELL,1,74,*****3****,107.76,106.602,23.63,110.612,20.48,112.041,19.23,90,494.6,3,21.87,48.9
20,1998-05-19,B. CAMPBELL,1,75,**********,66.64,65.561,13.14,63.701,13.25,65.271,12.12,62,128.4,4,11.71,27.3
20,1998-05-19,B. CAMPBELL,1,76,********3*,65.61,64.081,10.68,54.311,13.23,56.651,12.35,0,89.5,1,8.89,21.4
20,1998-05-19,B. CAMPBELL,1,77,**********,87.27,85.111,19.37,85.101,17.93,86.401,16.88,78,272.8,3,17.32,40.2
20,1998-05-19,B. CAMPBELL,1,78,2*******33,69.13,67.971,12.8,63.861,13.86,65.861,13.58,0,104.8,1,11.64,27.5
20,1998-05-19,B. CAMPBELL,1,79,13********,68.23,66.171,10.37,55.531,12.66,60.331,12.09,0,90.1,1,9.46,21.3
20,1998-05-19,B. CAMPBELL,1,80,**********,72.72,71.621,15.81,72.661,14.31,74.701,14.21,71,169.5,3,14.08,31.9
20,1998-05-19,B. CAMPBELL,1,81,*1**1*****,76.69,74.551,12.18,68.141,14.94,69.111,14.2,0,132.8,1,11.33,26.4
20,1998-05-19,B. CAMPBELL,1,82,******31**,87.88,84.701,16.06,70.111,17.45,72.151,16.68,0,197.5,1,13.67,31.2
20,1998-05-19,B. CAMPBELL,1,83,*******2**,81.84,79.611,17.43,82.061,16.4,84.411,15.45,0,198.8,1,15.75,37.2
20,1998-05-19,B. CAMPBELL,1,84,2**1******,63.77,63.421,10.59,56.161,13.1,57.541,12.39,0,88.2,1,9.57,22.6
20,1998-05-19,B. CAMPBELL,1,85,******1***,70.99,69.201,11.5,58.981,13.67,61.951,13.12,0,108.8,1,9.66,23.2
20,1998-05-19,B. CAMPBELL,1,86,*****1**1*,99.29,98.621,16.91,89.291,19.86,91.241,19.31,0,307.4,1,15.88,37
20,1998-05-19,B. CAMPBELL,1,87,**********,96.08,93.932,20.29,94.921,18.59,96.701,17.5,0,358.7,1,17.6,43.7
20,1998-05-19,B. CAMPBELL,1,88,******333*,83.51,81.091,14.63,76.641,17.47,77.511,16.57,0,163.5,1,13.02,29.8
20,1998-05-19,B. CAMPBELL,1,89,**********,100.28,99.772,25.13,98.512,20.74,99.651,19.68,79,388.3,3,21.72,47.9
20,1998-05-19,B. CAMPBELL,1,90,***3***23*,124.91,121.243,31.98,127.452,22.43,131.392,22.42,0,616.8,1,27.56,65
21,1998-05-23,B. CAMPBELL,1,91,**********,126.81,121.953,33.47,132.872,26.43,132.992,24.75,95,832.2,2,29.38,64
21,1998-05-23,B. CAMPBELL,1,92,*1******1*,132.3,131.383,36.48,142.682,27.62,141.602,26.23,94,985.4,3,33.9,72.9
21,1998-05-23,B. CAMPBELL,1,93,**********,116.2,113.882,28.1,115.832,23.83,124.382,22.92,94,648.9,2,26.78,56.3
21,1998-05-23,B. CAMPBELL,1,94,1*********,105.1,105.392,25.85,106.112,22.61,105.672,21.07,78,459.8,4,23.71,52.1
21,1998-05-23,B. CAMPBELL,1,95,1*********,109.16,105.112,25.63,109.262,22.18,109.262,21.06,91,479.5,4,23.58,53.6
21,1998-05-23,B. CAMPBELL,1,96,***1******,106.39,104.592,26.48,104.352,21.1,103.462,20.04,88,463.8,3,24.38,51.3
21,1998-05-23,B. CAMPBELL,1,97,**********,128.07,126.843,32.97,128.182,26.31,128.182,24.94,96,912.6,3,30.12,68.5
21,1998-05-23,B. CAMPBELL,1,98,*3*******1,105.28,102.932,23.49,106.83,21,107.952,20.39,85,442.2,2,21.78,51.4
21,1998-05-23,B. CAMPBELL,1,99,**********,132.88,127.113,35.43,139.052,27.36,140.992,25.6,92,1063.5,3,32.57,69.9
21,1998-05-23,B. CAMPBELL,1,100,**********,127.8,126.113,32.41,145.162,24.91,146.462,23.43,89,885.4,3,29.86,69.8
21,1998-05-23,B. CAMPBELL,1,101,**3*******,105.6,102.632,20.08,95.222,20.56,96.301,19.25,63,339.6,2,18.39,41.6
21,1998-05-23,B. CAMPBELL,1,102,*******2**,98.27,95.971,16.19,90.141,18.84,90.081,17.9,68,342.7,2,14.48,38.2
21,1998-05-23,B. CAMPBELL,1,103,********1*,109.45,107.912,22.75,99.292,23.3,100.552,22.17,69,488.7,2,19.59,47.4
21,1998-05-23,B. CAMPBELL,1,104,*********3,97.28,96.671,19.88,91.631,19.81,92.161,18.89,71,374,2,17.54,39.4
21,1998-05-23,B. CAMPBELL,1,105,**********,116.63,114.592,29.13,121.592,24.4,121.772,23.25,92,674.4,3,27.29,60.1
21,1998-05-23,B. CAMPBELL,1,106,**********,93.71,91.471,16.12,79.681,17.71,81.631,16.87,60,288.3,2,13.81,34.5
21,1998-05-23,B. CAMPBELL,1,107,**********,72.86,73.771,12.57,64.081,14.11,68.331,13.58,0,147.3,1,10.41,26.3
21,1998-05-23,B. CAMPBELL,1,108,1******1**,125.85,121.713,30.88,124.252,25.76,124.952,23.99,95,693.6,2,28.85,60
21,1998-05-23,B. CAMPBELL,1,109,**********,103.15,102.372,20.07,95.472,21.02,90.381,19.01,72,447.8,3,17.62,43.1
21,1998-05-23,B. CAMPBELL,1,110,**********,100.95,98.702,25.88,105.462,20.44,106.681,19.85,82,432.9,3,23.69,53
21,1998-05-23,B. CAMPBELL,1,111,**********,110.5,110.012,27.21,110.852,23.19,111.332,22.01,91,551.5,3,24.45,55.2
21,1998-05-23,B. CAMPBELL,1,112,**********,101.07,97.421,19.06,105.801,19.44,107.821,18.71,69,382.1,2,16.78,42.6
21,1998-05-23,B. CAMPBELL,1,113,**********,78.27,77.981,16.93,77.061,15.5,79.081,15.26,79,209.7,3,15.36,34.2
21,1998-05-23,B. CAMPBELL,1,114,**********,131.61,127.093,33.77,133.372,27.75,132.152,25.93,95,960.3,3,32.23,67.9
21,1998-05-23,B. CAMPBELL,1,115,**********,98.86,98.251,19.27,88.801,19.24,90.711,18.21,73,363.2,2,16.41,40
21,1998-05-23,B. CAMPBELL,1,116,**********,95.87,94.951,18.47,88.151,19.04,89.931,18.28,61,350.2,2,15.74,39.2
21,1998-05-23,B. CAMPBELL,1,117,**22*****2,94.7,92.981,17.66,89.401,18.72,91.211,17.9,64,316.4,2,15.58,31.1
21,1998-05-23,B. CAMPBELL,1,118,**********,86.55,85.611,19.83,85.001,17.64,86.261,16.36,81,296.6,4,17.61,39.1
21,1998-05-23,B. CAMPBELL,1,119,****1*****,119.28,118.043,30.73,119.152,25.1,117.782,23.74,91,719.4,3,28.91,62.9
21,1998-05-23,B. CAMPBELL,1,120,**********,103.22,100.351,18.86,98.732,20.28,100.731,19.81,67,455.7,2,17.33,41.2
21,1998-05-23,B. CAMPBELL,1,121,**********,76.99,75.131,16.27,75.991,14.95,77.311,14.33,78,187.3,3,14.76,32.3
21,1998-05-23,B. CAMPBELL,1,122,**********,97.51,95.751,19.09,88.762,20.55,90.141,19.28,63,344.1,2,16.67,38.5
21,1998-05-23,B. CAMPBELL,1,123,**********,127.97,124.983,33.73,122.282,26.06,122.992,25.01,93,827.9,3,30.79,66
21,1998-05-23,B. CAMPBELL,1,124,**********,87.35,87.111,14.88,75.991,16.47,78.321,16.18,59,230.4,3,12.82,32
21,1998-05-23,B. CAMPBELL,1,125,*****3****,100.3,97.771,19.7,93.662,20.74,95.371,19.61,73,305.7,3,17.41,40.1
21,1998-05-23,B. CAMPBELL,1,126,**********,116.06,115.262,29.21,110.022,23.95,110.022,22.96,90,661.8,3,26.86,58.2
21,1998-05-23,B. CAMPBELL,1,127,*22****2**,108.38,106.462,20.47,108.892,21.49,,0,71,476.8,3,18.32,46
21,1998-05-23,B. CAMPBELL,1,128,*1********,98.11,97.752,20.63,102.82,20,102.531,18.53,95,395.2,3,19.66,48.3
21,1998-05-23,B. CAMPBELL,1,129,1*********,105.47,103.642,20.04,101.15,20.1,103.361,19.17,67,384.8,3,17.34,42.3
21,1998-05-23,B. CAMPBELL,1,130,****2*****,101.68,99.562,20.19,93.822,20.11,95.751,19.2,72,376.6,3,17.95,41
21,1998-05-23,B. CAMPBELL,1,131,**********,82.01,79.331,16.92,80.791,16.35,82.641,15.46,70,219.7,3,15.08,35.3
21,1998-05-23,B. CAMPBELL,1,132,****1*111*,83.97,80.641,18.29,90.861,17.16,90.221,16.73,81,187.1,3,16.09,37.9
23,1998-06-01,B. CAMPBELL,1,133,*******2**,77.5,76.671,16.02,74.221,16.03,75.571,15.42,77,179.7,3,14.81,33.1
23,1998-06-01,B. CAMPBELL,1,134,**********,75.05,73.561,12.23,64.911,13.91,66.141,13.42,70,135.8,3,10.8,24.8
23,1998-06-01,B. CAMPBELL,1,135,*****2****,55.27,53.7,9.35,56.221,10.63,58.581,10.46,64,62.3,1,8.84,20.2
23,1998-06-01,B. CAMPBELL,1,136,******1***,97.91,95.672,22.41,95.491,19.64,96.021,18.49,93,336.1,3,20.37,43.5
23,1998-06-01,B. CAMPBELL,1,137,1*22*****1,58.58,57.761,11.78,61.171,10.91,63.571,10.44,67,68.7,3,10.79,24.5
23,1998-06-01,B. CAMPBELL,1,138,**********,68.05,66.96,9.64,13.655,58.71,12.756,60.01,63,107.3,2,8.49,22.1
23,1998-06-01,B. CAMPBELL,1,139,*****11***,74.33,74.121,12.34,68.981,14.78,71.871,13.97,69,134.6,3,11.04,27.5
23,1998-06-01,B. CAMPBELL,1,140,*******1**,84.2,83.011,19.45,84.731,16.6,86.351,15.58,65,206.3,3,17.04,37.2
23,1998-06-01,B. CAMPBELL,1,141,****1****2,67.26,66.651,10.93,60.061,12.86,62.891,12.57,62,105,2,9.52,23.6
23,1998-06-01,B. CAMPBELL,1,142,2*********,61.28,60.321,12.36,60.901,11.92,57.431,11.88,68,83.2,3,11.04,25.02
23,1998-06-01,B. CAMPBELL,1,143,**********,73.22,70.941,15.61,70.631,14.72,72.451,14.11,70,157,3,14.2,31.6
23,1998-06-01,B. CAMPBELL,1,144,1*****1***,67.79,67.301,14.62,72.091,13.48,74.621,12.79,72,117.7,3,13.26,30
23,1998-06-01,B. CAMPBELL,1,145,******3***,53,53.33,7.9,42.901,10.28,44.61,9.66,,48.7,2,6.45,15.9
23,1998-06-01,B. CAMPBELL,1,146,********2*,78.33,75.501,13.29,67.781,14.91,69.071,14.41,60,165.9,2,11.31,26.8
23,1998-06-01,B. CAMPBELL,1,147,****1*****,109.91,106.232,28.15,109.892,22.89,110.322,21.38,85,536.2,3,25.2,55.1
23,1998-06-01,B. CAMPBELL,1,148,******1**1,61.82,60.821,12.66,61.771,12.11,62.281,11.6,70,93.4,4,11.35,25.1
23,1998-06-01,B. CAMPBELL,1,149,********1*,80.02,80.031,17.61,85.201,15.87,86.561,15.23,81,198.1,4,15.69,35.08
23,1998-06-01,B. CAMPBELL,1,150,**********,91.34,90.092,23.29,91.481,17.99,92.901,17.38,85,328.1,3,21.5,42.5
23,1998-06-01,B. CAMPBELL,1,151,**********,79.08,77.751,13.82,70.01,5.34,71.731,14.79,64,173.8,2,12.08,28.5
23,1998-06-01,B. CAMPBELL,1,152,***2******,55.22,55.85,8.06,46.081,10.46,48.731,10.12,,55.8,2,7.22,18
23,1998-06-01,B. CAMPBELL,1,153,********11,74.27,71.921,11.87,65.321,14.42,67.921,12.52,56,143.8,2,10.56,25.3
23,1998-06-01,B. CAMPBELL,1,154,**********,73.54,72.631,16.02,72.091,14.91,74.161,14.31,73,160.7,2,14.41,31.6
23,1998-06-01,B. CAMPBELL,1,155,11*****2**,71.42,69.361,13.87,72.481,14.52,74.321,14.25,42,115.9,5,13.1,28.9
23,1998-06-01,B. CAMPBELL,1,156,*******1**,83.66,82.051,14.18,71.75,16,72.97,14.9,70,182.5,1,12.95,30.2
23,1998-06-01,B. CAMPBELL,1,157,**********,111.67,106.882,27.2,132.02,1.63,134.022,20.83,92,581,3,24.58,57.5
23,1998-06-01,B. CAMPBELL,1,158,1**1**1***,98.25,94.712,23.21,103.01,9.43,104.231,18.97,86,314.5,3,21.45,48
23,1998-06-01,B. CAMPBELL,1,159,*****1****,81.57,81.741,17.86,83.171,17.22,83.961,16.54,77,214.1,3,17.46,37.9
23,1998-06-01,B. CAMPBELL,1,160,*2********,99.34,97.512,23.34,102.342,20.14,102.341,19.44,82,390.6,3,21.35,46.8
23,1998-06-01,B. CAMPBELL,1,161,**********,119.79,115.882,26.59,115.402,23.42,115.972,22.27,91,641.6,3,23.59,55.2
23,1998-06-01,B. CAMPBELL,1,162,*11*******,80.37,79.851,17.54,84.381,15.73,85.121,14.77,85,193.6,3,15.73,35.4
23,1998-06-01,B. CAMPBELL,1,163,**********,87.18,86.01,5.29,77.391,17.05,77.971,16.09,66,241,3,13.86,32.5
23,1998-06-01,B. CAMPBELL,1,164,***1******,98.12,96.132,22.83,101.881,19.83,103.681,18.9,88,385.6,3,19.91,44.1
23,1998-06-01,B. CAMPBELL,1,165,*1********,131.4,127.633,32.49,145.652,26.62,141.742,24.65,90,857.6,3,30.56,69.9
23,1998-06-01,B. CAMPBELL,1,166,**********,74.45,73.01,2.5,64.881,13.57,66.541,12.86,,114.9,1,10.8,25.8
23,1998-06-01,B. CAMPBELL,1,167,**11******,74.86,73.731,16.39,74.231,14.89,66.231,14.52,74,148.9,3,14.84,33
23,1998-06-01,B. CAMPBELL,1,168,******1***,123.32,118.263,30.53,123.192,24.37,123.182,23.36,88,714,3,27.86,60.3
23,1998-06-01,B. CAMPBELL,1,169,**********,67.62,65.51,3.85,68.671,12.93,71.621,12.26,67,122.4,3,13.01,28.8
23,1998-06-01,B. CAMPBELL,1,170,*11*******,83.89,81.931,18.32,85.871,17.07,87.101,16.31,79,202,3,17.16,37.2
23,1998-06-01,B. CAMPBELL,1,171,******11**,78.44,76.741,16.63,78.311,16.03,81.331,15.76,78,166.2,3,15.08,33.9
23,1998-06-01,B. CAMPBELL,1,172,**********,82.87,81.441,19.83,84.391,17.42,85.341,15.84,81,253.7,3,18.47,40
23,1998-06-01,B. CAMPBELL,1,173,**********,82.64,81.701,19.26,88.261,16.94,88.661,15.26,88,239.4,3,17.71,38.1
23,1998-06-01,B. CAMPBELL,1,174,**1*******,74.99,73.881,17.68,73.921,14.81,74.431,14.21,78,158.7,4,15.32,32.8
23,1998-06-01,B. CAMPBELL,1,175,1*********,82.61,81.061,18.17,78.951,16.17,80.01,5.7,72,218.6,3,16.39,36.5
23,1998-06-01,B. CAMPBELL,1,176,2**1******,56.64,56.171,10.69,58.011,10.79,59.671,10.26,62,65.7,2,9.39,22.1
23,1998-06-01,B. CAMPBELL,1,177,1*******3*,74.71,73.861,12.1,65.181,14.36,67.621,13.76,62,134.1,3,11.21,27.1
23,1998-06-01,B. CAMPBELL,1,178,********1*,96.41,93.062,20.83,101.691,18.55,103.321,18.22,80,337.2,4,20.05,43.7
23,1998-06-01,B. CAMPBELL,1,179,2*********,53.46,53.72,8.79,44.281,10.21,45.971,10.18,,55,1,7.95,17.4
23,1998-06-01,B. CAMPBELL,1,180,*1********,95.4,92.691,17.16,86.841,18.66,87.601,17.57,66,302.2,2,15.69,36.5
23,1998-06-01,B. CAMPBELL,1,181,1*****1**1,,,,,,,,,92.5,5,,
23,1998-06-01,B. CAMPBELL,1,182,******2***,77.99,76.491,17.14,78.981,16.01,79.811,15.22,84,181,3,16.26,34.2
23,1998-06-01,B. CAMPBELL,1,183,**********,92.29,90.772,21.16,98.471,18.48,99.231,17.77,89,358.2,3,19.94,43.8
23,1998-06-01,B. CAMPBELL,1,184,********11,85.05,81.851,16.8,91.93,15.9,92.831,15.92,70,218.5,3,15.69,38.6
23,1998-06-01,B. CAMPBELL,1,185,******2***,81.07,81.441,19.81,86.091,17.41,86.751,16.73,78,237.7,3,18.82,39.1
23,1998-06-01,B. CAMPBELL,1,186,*111******,76.5,75.361,13.45,68.821,15.02,71.161,14.31,60,133.1,2,11.57,27.4
23,1998-06-01,B. CAMPBELL,1,187,*1********,70.84,70.021,14.08,65.881,14.45,70.721,13.47,73,130.3,3,12.93,29.7
23,1998-06-01,B. CAMPBELL,1,188,**********,94.39,92.122,22.56,96.841,18.26,97.281,17.45,91,331.1,3,20.6,45
23,1998-06-01,B. CAMPBELL,1,189,****1*****,123.88,120.12,30.9,122.872,25.16,122.652,22.67,85,738,3,28.53,63
23,1998-06-01,B. CAMPBELL,1,190,****2*****,95.02,92.392,23.4,93.641,18.71,94.901,17.55,75,337.5,3,22.29,45.8
23,1998-06-01,B. CAMPBELL,1,191,**********,102.27,99.112,23.76,100.992,20.15,101.201,19.01,84,401.2,2,21.83,47.9
23,1998-06-01,B. CAMPBELL,1,192,**********,78.29,75.891,16.17,78.731,15.2,80.201,14.82,83,184.9,3,14.62,33.1
23,1998-06-01,B. CAMPBELL,1,193,**********,99.4,97.102,23.71,89.772,20.46,99.301,19.43,89,392.2,3,22,46.5
23,1998-06-01,B. CAMPBELL,1,194,******1***,75.85,74.601,13.59,66.021,14.95,67.911,14.6,71,152.1,3,11.88,27.3
23,1998-06-01,B. CAMPBELL,1,195,**********,96.34,93.872,23.63,90.191,18.77,92.901,18.06,92,354.3,2,22.15,46.2
23,1998-06-01,B. CAMPBELL,1,196,**********,61.5,62.09,9.9,45.01,1.62,55.121,11.6,,80.9,2,8.61,20.7
23,1998-06-01,B. CAMPBELL,1,197,******3***,93.61,89.792,20.69,94.241,19.22,95.241,18.61,79,292.3,4,18.85,40.9
23,1998-06-01,B. CAMPBELL,1,198,******11**,63.52,61.461,13.45,63.101,12.57,62.711,11.89,67,97.4,4,11.92,26.5
